	msp_0019	msp_0023	msp_0041	msp_0128	msp_0141	msp_0293	msp_0351	msp_0377	msp_0436	msp_1126
L105_gene_79057	0	1	0	0	0	0	0	0	0	0
V1.CD38-0_GL0142308	0	1	0	0	0	0	0	0	0	0
MH0267_GL0024521	0	1	0	0	0	0	0	0	0	0
H17_gene_7222	0	1	0	0	0	0	0	0	0	0
MH0350_GL0057950	0	1	0	0	0	0	0	0	0	0
AS134:gene_id_12851	0	1	0	0	0	0	0	0	0	0
H23_gene_34182	0	1	0	0	0	0	0	0	0	0
L49_gene_67453	0	1	0	0	0	0	0	0	0	0
MH0013_GL0030579	0	1	0	0	0	0	0	0	0	0
AS62:gene_id_22609	0	1	0	0	0	0	0	0	0	0
MH0085_GL0012288	0	1	0	0	0	0	0	0	0	0
O2.CD1-0-PT_GL0000864	0	1	0	0	0	0	0	0	0	0
N032A_GL0071399	0	1	0	0	0	0	0	0	0	0
AS40:gene_id_22310	0	1	0	0	0	0	0	0	0	0
AS100:gene_id_24703	0	1	0	0	0	0	0	0	0	0
HD-50:gene_id_18633	0	1	0	0	0	0	0	0	0	0
L12_gene_21607	0	1	0	0	0	0	0	0	0	0
765034022-stool1_GL0015361	0	1	0	0	0	0	0	0	0	0
HD-55:gene_id_38938	0	1	0	0	0	0	0	0	0	0
MH0060_GL0046605	0	1	0	0	0	0	0	0	0	0
AS134:gene_id_29815	0	1	0	0	0	0	0	0	0	0
Unknow_GL0008418	0	1	0	0	0	0	0	0	0	0
RA02_contig:gene_id_51752	0	1	0	0	0	0	0	0	0	0
Unknow_GL0008439	0	1	0	0	0	0	0	0	0	0
HD-52:gene_id_17756	0	1	0	0	0	0	0	0	0	0
V1.UC62-0_GL0070417	0	1	0	0	0	0	0	0	0	0
HD-65:gene_id_41881	0	1	0	0	0	0	0	0	0	0
V1.UC1-0_GL0142144	0	1	0	0	0	0	0	0	0	0
MH0013_GL0012290	0	1	0	0	0	0	0	0	0	0
MH0274_GL0031465	0	1	0	0	0	0	0	0	0	0
H80_gene_67754	0	1	0	0	0	0	0	0	0	0
T2D-59A_GL0136123	0	1	0	0	0	0	0	0	0	0
V1.CD21-0_GL0048984	0	1	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_49140	0	1	0	0	0	0	0	0	0	0
MH0372_GL0037552	0	1	0	0	0	0	0	0	0	0
Unknow_GL0010474	0	1	0	0	0	0	0	0	0	0
RA12_contig:gene_id_1670	0	1	0	0	0	0	0	0	0	0
AS136:gene_id_25455	0	1	0	0	0	0	0	0	0	0
Unknow_GL0010759	0	1	0	0	0	0	0	0	0	0
L70_gene_622	0	1	0	0	0	0	0	0	0	0
MH0026_GL0013051	0	1	0	0	0	0	0	0	0	0
NOF009_GL0041665	0	1	0	0	0	0	0	0	0	0
MH0061_GL0049606	0	1	0	0	0	0	0	0	0	0
O2.UC47-1_GL0119325	0	1	0	0	0	0	0	0	0	0
RA10_contig:gene_id_33222	0	1	0	0	0	0	0	0	0	0
MH0013_GL0039467	0	1	0	0	0	0	0	0	0	0
H67_gene_661	0	1	0	0	0	0	0	0	0	0
AS15:gene_id_35493	0	1	0	0	0	0	0	0	0	0
HD-69:gene_id_5921	0	1	0	0	0	0	0	0	0	0
MH0087_GL0009506	0	1	0	0	0	0	0	0	0	0
RA02_contig:gene_id_18986	0	1	0	0	0	0	0	0	0	0
MH0087_GL0036950	0	1	0	0	0	0	0	0	0	0
V1.UC38-4_GL0146413	0	1	0	0	0	0	0	0	0	0
MH0013_GL0026409	0	1	0	0	0	0	0	0	0	0
AS104:gene_id_166	0	1	0	0	0	0	0	0	0	0
V1.FI32_GL0193703	0	1	0	0	0	0	0	0	0	0
MH0162_GL0009272	0	1	0	0	0	0	0	0	0	0
NLM010_GL0050454	0	1	0	0	0	0	0	0	0	0
N006A_GL0080576	0	1	0	0	0	0	0	0	0	0
NLM017_GL0027672	0	1	0	0	0	0	0	0	0	0
AS136:gene_id_13097	0	1	0	0	0	0	0	0	0	0
HD-2:gene_id_29670	0	1	0	0	0	0	0	0	0	0
AS15:gene_id_51678	0	1	0	0	0	0	0	0	0	0
L3_gene_10056	0	1	0	0	0	0	0	0	0	0
Unknow_GL0014209	0	1	0	0	0	0	0	0	0	0
HD-45:gene_id_23146	0	1	0	0	0	0	0	0	0	0
MH0351_GL0029296	0	1	0	0	0	0	0	0	0	0
RA06_contig:gene_id_76233	0	1	0	0	0	0	0	0	0	0
MH0060_GL0062469	0	1	0	0	0	0	0	0	0	0
O2.UC28-1_GL0188368	0	1	0	0	0	0	0	0	0	0
V1.CD50-0_GL0174398	0	1	0	0	0	0	0	0	0	0
DLM001_GL0028986	0	1	0	0	0	0	0	0	0	0
763678604-stool1_GL0169705	0	1	0	0	0	0	0	0	0	0
V1.UC39-4_GL0063693	0	1	0	0	0	0	0	0	0	0
MH0162_GL0036425	0	1	0	0	0	0	0	0	0	0
MH0250_GL0001006	0	1	0	0	0	0	0	0	0	0
AS18:gene_id_28264	0	1	0	0	0	0	0	0	0	0
DOM012_GL0057089	0	1	0	0	0	0	0	0	0	0
MH0203_GL0184125	0	1	0	0	0	0	0	0	0	0
DOF004_GL0078746	0	1	0	0	0	0	0	0	0	0
O2.UC36-1_GL0080366	0	1	0	0	0	0	0	0	0	0
160582958-stool1_GL0119758	0	1	0	0	0	0	0	0	0	0
MH0013_GL0005134	0	1	0	0	0	0	0	0	0	0
N042A_GL0071177	0	1	0	0	0	0	0	0	0	0
MH0182_GL0095359	0	1	0	0	0	0	0	0	0	0
MH0013_GL0013838	0	1	0	0	0	0	0	0	0	0
O2.UC26-2_GL0052696	0	1	0	0	0	0	0	0	0	0
HD-76:gene_id_19569	0	1	0	0	0	0	0	0	0	0
HD-55:gene_id_16674	0	1	0	0	0	0	0	0	0	0
MH0162_GL0145059	0	1	0	0	0	0	0	0	0	0
L105_gene_80051	0	1	0	0	0	0	0	0	0	0
MH0267_GL0078085	0	1	0	0	0	0	0	0	0	0
O2.UC44-2_GL0253125	0	1	0	0	0	0	0	0	0	0
MH0347_GL0002342	0	1	0	0	0	0	0	0	0	0
MH0140_GL0144379	0	1	0	0	0	0	0	0	0	0
L38_gene_46198	0	1	0	0	0	0	0	0	0	0
L10_gene_39408	0	1	0	0	0	0	0	0	0	0
MH0013_GL0029676	0	1	0	0	0	0	0	0	0	0
AS62:gene_id_29170	0	1	0	0	0	0	0	0	0	0
NOM023_GL0017388	0	1	0	0	0	0	0	0	0	0
MH0013_GL0035297	0	1	0	0	0	0	0	0	0	0
V1.CD2-0-PT_GL0032965	0	1	0	0	0	0	0	0	0	0
AS34:gene_id_22477	0	1	0	0	0	0	0	0	0	0
MH0410_GL0009548	0	1	0	0	0	0	0	0	0	0
MH0270_GL0138173	0	1	0	0	0	0	0	0	0	0
RA10_contig:gene_id_16376	0	1	0	0	0	0	0	0	0	0
L96_gene_28101	0	1	0	0	0	0	0	0	0	0
O2.UC44-1_GL0069874	0	1	0	0	0	0	0	0	0	0
765034022-stool1_GL0044289	0	1	0	0	0	0	0	0	0	0
RA09_contig:gene_id_7581	0	1	0	0	0	0	0	0	0	0
HD-50:gene_id_11702	0	1	0	0	0	0	0	0	0	0
AS15:gene_id_24692	0	1	0	0	0	0	0	0	0	0
RA10_contig:gene_id_3216	0	1	0	0	0	0	0	0	0	0
638754422-stool2_GL0003562	0	1	0	0	0	0	0	0	0	0
N042A_GL0056808	0	1	0	0	0	0	0	0	0	0
763678604-stool2_GL0026846	0	1	0	0	0	0	0	0	0	0
158458797-stool1_GL0009198	0	1	0	0	0	0	0	0	0	0
AS134:gene_id_12469	0	1	0	0	0	0	0	0	0	0
158479027-stool1_GL0020677	0	1	0	0	0	0	0	0	0	0
HD-2:gene_id_26520	0	1	0	0	0	0	0	0	0	0
AS22:gene_id_27159	0	1	0	0	0	0	0	0	0	0
MH0146_GL0084834	0	1	0	0	0	0	0	0	0	0
L73_gene_73875	0	1	0	0	0	0	0	0	0	0
ED16A_GL0013144	0	1	0	0	0	0	0	0	0	0
N088A_GL0138128	0	1	0	0	0	0	0	0	0	0
DLM007_GL0001125	0	1	0	0	0	0	0	0	0	0
158458797-stool1_GL0046665	0	1	0	0	0	0	0	0	0	0
V1.UC4-5_GL0041914	0	1	0	0	0	0	0	0	0	0
HD-2:gene_id_29446	0	1	0	0	0	0	0	0	0	0
L105_gene_42719	0	1	0	0	0	0	0	0	0	0
T2D-118A_GL0032906	0	1	0	0	0	0	0	0	0	0
N032A_GL0016792	0	1	0	0	0	0	0	0	0	0
L105_gene_44877	0	1	0	0	0	0	0	0	0	0
N005A_GL0014484	0	1	0	0	0	0	0	0	0	0
L105_gene_24625	0	1	0	0	0	0	0	0	0	0
O2.UC1-1_GL0079271	0	1	0	0	0	0	0	0	0	0
O2.UC2-2_GL0131698	0	1	0	0	0	0	0	0	0	0
MH0301_GL0031363	0	1	0	0	0	0	0	0	0	0
MH0185_GL0088492	0	1	0	0	0	0	0	0	0	0
HD-64:gene_id_23013	0	1	0	0	0	0	0	0	0	0
L68_gene_58392	0	1	0	0	0	0	0	0	0	0
AS15:gene_id_36193	0	1	0	0	0	0	0	0	0	0
T2D-139A_GL0058819	0	1	0	0	0	0	0	0	0	0
Unknow_GL0025209	0	1	0	0	0	0	0	0	0	0
T2D-113A_GL0075185	0	1	0	0	0	0	0	0	0	0
O2.UC8-2_GL0151505	0	1	0	0	0	0	0	0	0	0
158337416-stool2_GL0164453	0	1	0	0	0	0	0	0	0	0
L62_gene_44547	0	1	0	0	0	0	0	0	0	0
AS121:gene_id_26000	0	1	0	0	0	0	0	0	0	0
T2D-134A_GL0028659	0	1	0	0	0	0	0	0	0	0
MH0069_GL0004622	0	1	0	0	0	0	0	0	0	0
V1.UC5-0_GL0119670	0	1	0	0	0	0	0	0	0	0
MH0068_GL0025427	0	1	0	0	0	0	0	0	0	0
MH0013_GL0003285	0	1	0	0	0	0	0	0	0	0
O2.CD2-0-PT_GL0002923	0	1	0	0	0	0	0	0	0	0
MH0013_GL0039468	0	1	0	0	0	0	0	0	0	0
MH0398_GL0151720	0	1	0	0	0	0	0	0	0	0
L96_gene_20682	0	1	0	0	0	0	0	0	0	0
H95_gene_8135	0	1	0	0	0	0	0	0	0	0
Unknow_GL0028974	0	1	0	0	0	0	0	0	0	0
MH0429_GL0153055	0	1	0	0	0	0	0	0	0	0
H33_gene_24642	0	1	0	0	0	0	0	0	0	0
MH0016_GL0059443	0	1	0	0	0	0	0	0	0	0
O2.UC46-0_GL0140044	0	1	0	0	0	0	0	0	0	0
O2.UC54-2_GL0015745	0	1	0	0	0	0	0	0	0	0
763496533-stool1_GL0020947	0	1	0	0	0	0	0	0	0	0
HD-50:gene_id_15157	0	1	0	0	0	0	0	0	0	0
MH0342_GL0062965	0	1	0	0	0	0	0	0	0	0
H2_gene_29155	0	1	0	0	0	0	0	0	0	0
L103_gene_31280	0	1	0	0	0	0	0	0	0	0
MH0378_GL0039685	0	1	0	0	0	0	0	0	0	0
MH0267_GL0184091	0	1	0	0	0	0	0	0	0	0
MH0116_GL0012974	0	1	0	0	0	0	0	0	0	0
MH0174_GL0024058	0	1	0	0	0	0	0	0	0	0
MH0355_GL0068265	0	1	0	0	0	0	0	0	0	0
763496533-stool1_GL0002551	0	1	0	0	0	0	0	0	0	0
MH0026_GL0049086	0	1	0	0	0	0	0	0	0	0
MH0234_GL0054436	0	1	0	0	0	0	0	0	0	0
L49_gene_61866	0	1	0	0	0	0	0	0	0	0
L104_gene_82985	0	1	0	0	0	0	0	0	0	0
V1.CD49-0_GL0204626	0	1	0	0	0	0	0	0	0	0
AS77:gene_id_37918	0	1	0	0	0	0	0	0	0	0
MH0013_GL0010762	0	1	0	0	0	0	0	0	0	0
N087A_GL0042184	0	1	0	0	0	0	0	0	0	0
Unknow_GL0032753	0	1	0	0	0	0	0	0	0	0
L65_gene_25535	0	1	0	0	0	0	0	0	0	0
O2.UC52-2_GL0091696	0	1	0	0	0	0	0	0	0	0
NOM008_GL0040657	0	1	0	0	0	0	0	0	0	0
AS77:gene_id_45147	0	1	0	0	0	0	0	0	0	0
RA14_contig:gene_id_10935	0	1	0	0	0	0	0	0	0	0
L73_gene_36091	0	1	0	0	0	0	0	0	0	0
L55_gene_108740	0	1	0	0	0	0	0	0	0	0
O2.UC46-0_GL0004978	0	1	0	0	0	0	0	0	0	0
T2D-11A_GL0027227	0	1	0	0	0	0	0	0	0	0
MH0365_GL0114048	0	1	0	0	0	0	0	0	0	0
MH0122_GL0057799	0	1	0	0	0	0	0	0	0	0
AS100:gene_id_31608	0	1	0	0	0	0	0	0	0	0
L10_gene_11271	0	1	0	0	0	0	0	0	0	0
O2.UC11-1_GL0073356	0	1	0	0	0	0	0	0	0	0
L65_gene_59304	0	1	0	0	0	0	0	0	0	0
AS15:gene_id_27662	0	1	0	0	0	0	0	0	0	0
L63_gene_105834	0	1	0	0	0	0	0	0	0	0
AS84:gene_id_19634	0	1	0	0	0	0	0	0	0	0
RA13_contig:gene_id_14099	0	1	0	0	0	0	0	0	0	0
MH0185_GL0105417	0	1	0	0	0	0	0	0	0	0
764062976-stool2_GL0191065	0	1	0	0	0	0	0	0	0	0
RA01_contig:gene_id_34487	0	1	0	0	0	0	0	0	0	0
O2.UC48-0_GL0303846	0	1	0	0	0	0	0	0	0	0
MH0122_GL0057803	0	1	0	0	0	0	0	0	0	0
H2_gene_13316	0	1	0	0	0	0	0	0	0	0
MH0178_GL0039677	0	1	0	0	0	0	0	0	0	0
HD-45:gene_id_35301	0	1	0	0	0	0	0	0	0	0
HD-50:gene_id_6169	0	1	0	0	0	0	0	0	0	0
T2D-206A_GL0081071	0	1	0	0	0	0	0	0	0	0
MH0127_GL0087219	0	1	0	0	0	0	0	0	0	0
MH0305_GL0123953	0	1	0	0	0	0	0	0	0	0
AS68:gene_id_25195	0	1	0	0	0	0	0	0	0	0
763597684-stool1_GL0045455	0	1	0	0	0	0	0	0	0	0
AS40:gene_id_11792	0	1	0	0	0	0	0	0	0	0
L65_gene_101840	0	1	0	0	0	0	0	0	0	0
MH0088_GL0112364	0	1	0	0	0	0	0	0	0	0
V1.UC11-0_GL0080456	0	1	0	0	0	0	0	0	0	0
AS15:gene_id_30527	0	1	0	0	0	0	0	0	0	0
N013A_GL0063188	0	1	0	0	0	0	0	0	0	0
RA01_contig:gene_id_13033	0	1	0	0	0	0	0	0	0	0
AS40:gene_id_13424	0	1	0	0	0	0	0	0	0	0
L123_gene_33959	0	1	0	0	0	0	0	0	0	0
V1.UC59-0_GL0053884	0	1	0	0	0	0	0	0	0	0
NLM028_GL0010143	0	1	0	0	0	0	0	0	0	0
RA03_contig:gene_id_47778	0	1	0	0	0	0	0	0	0	0
RA05_contig:gene_id_27583	0	1	0	0	0	0	0	0	0	0
MH0087_GL0043797	0	1	0	0	0	0	0	0	0	0
L49_gene_81150	0	1	0	0	0	0	0	0	0	0
AS77:gene_id_37917	0	1	0	0	0	0	0	0	0	0
AS15:gene_id_30514	0	1	0	0	0	0	0	0	0	0
O2.UC21-1_GL0057044	0	1	0	0	0	0	0	0	0	0
MH0071_GL0065292	0	1	0	0	0	0	0	0	0	0
DLM017_GL0066235	0	1	0	0	0	0	0	0	0	0
MH0093_GL0082577	0	1	0	0	0	0	0	0	0	0
763496533-stool2_GL0128938	0	1	0	0	0	0	0	0	0	0
160582958-stool1_GL0025787	0	1	0	0	0	0	0	0	0	0
MH0319_GL0118743	0	1	0	0	0	0	0	0	0	0
V1.CD20-4_GL0109104	0	1	0	0	0	0	0	0	0	0
AS6:gene_id_44500	0	1	0	0	0	0	0	0	0	0
AS15:gene_id_30526	0	1	0	0	0	0	0	0	0	0
L34_gene_32047	0	1	0	0	0	0	0	0	0	0
L103_gene_5723	0	1	0	0	0	0	0	0	0	0
MH0013_GL0008981	0	1	0	0	0	0	0	0	0	0
RA10_contig:gene_id_94548	0	1	0	0	0	0	0	0	0	0
MH0183_GL0009388	0	1	0	0	0	0	0	0	0	0
MH0006_GL0032399	0	1	0	0	0	0	0	0	0	0
MH0184_GL0044586	0	1	0	0	0	0	0	0	0	0
RA12_contig:gene_id_5680	0	1	0	0	0	0	0	0	0	0
MH0328_GL0057986	0	1	0	0	0	0	0	0	0	0
O2.UC13-1_GL0066831	0	1	0	0	0	0	0	0	0	0
MH0012_GL0014350	0	1	0	0	0	0	0	0	0	0
MH0359_GL0091822	0	1	0	0	0	0	0	0	0	0
V1.FI28_GL0066515	0	1	0	0	0	0	0	0	0	0
H78_gene_875	0	1	0	0	0	0	0	0	0	0
823052294-stool1_GL0030830	0	1	0	0	0	0	0	0	0	0
V1.CD1-0-PN_GL0091551	0	1	0	0	0	0	0	0	0	0
HD-2:gene_id_43591	0	1	0	0	0	0	0	0	0	0
H52_gene_33440	0	1	0	0	0	0	0	0	0	0
MH0327_GL0027475	0	1	0	0	0	0	0	0	0	0
V1.FI17_GL0011336	0	1	0	0	0	0	0	0	0	0
HD-56:gene_id_8112	0	1	0	0	0	0	0	0	0	0
AS40:gene_id_46460	0	1	0	0	0	0	0	0	0	0
MH0013_GL0012770	0	1	0	0	0	0	0	0	0	0
L74_gene_545	0	1	0	0	0	0	0	0	0	0
MH0058_GL0012686	0	1	0	0	0	0	0	0	0	0
L103_gene_67591	0	1	0	0	0	0	0	0	0	0
T2D-25A_GL0043493	0	1	0	0	0	0	0	0	0	0
MH0061_GL0059150	0	1	0	0	0	0	0	0	0	0
RA01_contig:gene_id_91647	0	1	0	0	0	0	0	0	0	0
N064A_GL0120800	0	1	0	0	0	0	0	0	0	0
L35_gene_51689	0	1	0	0	0	0	0	0	0	0
159005010-stool1_GL0013351	0	1	0	0	0	0	0	0	0	0
MH0448_GL0065654	0	1	0	0	0	0	0	0	0	0
MH0013_GL0025149	0	1	0	0	0	0	0	0	0	0
L118_gene_52802	0	1	0	0	0	0	0	0	0	0
HD-2:gene_id_33185	0	1	0	0	0	0	0	0	0	0
764487809-stool2_GL0190587	0	1	0	0	0	0	0	0	0	0
MH0071_GL0063788	0	1	0	0	0	0	0	0	0	0
L105_gene_26897	0	1	0	0	0	0	0	0	0	0
O2.UC56-0_GL0060381	0	1	0	0	0	0	0	0	0	0
MH0026_GL0030435	0	1	0	0	0	0	0	0	0	0
SRA02_contig:gene_id_64237	0	1	0	0	0	0	0	0	0	0
HD-52:gene_id_14256	0	1	0	0	0	0	0	0	0	0
AS56:gene_id_33077	0	1	0	0	0	0	0	0	0	0
DLF008_GL0018404	0	1	0	0	0	0	0	0	0	0
MH0192_GL0088692	0	1	0	0	0	0	0	0	0	0
N006A_GL0074282	0	1	0	0	0	0	0	0	0	0
MH0267_GL0161298	0	1	0	0	0	0	0	0	0	0
MH0071_GL0018621	0	1	0	0	0	0	0	0	0	0
O2.UC36-2_GL0101807	0	1	0	0	0	0	0	0	0	0
160704339-stool1_GL0195289	0	1	0	0	0	0	0	0	0	0
O2.UC8-0_GL0096185	0	1	0	0	0	0	0	0	0	0
763860675-stool1_GL0155055	0	1	0	0	0	0	0	0	0	0
MH0319_GL0066032	0	1	0	0	0	0	0	0	0	0
765620695-stool1_GL0139878	0	1	0	0	0	0	0	0	0	0
MH0050_GL0032190	0	1	0	0	0	0	0	0	0	0
765640925-stool1_GL0072999	0	1	0	0	0	0	0	0	0	0
MH0267_GL0068843	0	1	0	0	0	0	0	0	0	0
Unknow_GL0053880	0	1	0	0	0	0	0	0	0	0
O2.UC9-2_GL0099673	0	1	0	0	0	0	0	0	0	0
O2.UC8-1_GL0083027	0	1	0	0	0	0	0	0	0	0
764487809-stool2_GL0124917	0	1	0	0	0	0	0	0	0	0
MH0416_GL0186918	0	1	0	0	0	0	0	0	0	0
MH0013_GL0033705	0	1	0	0	0	0	0	0	0	0
MH0059_GL0067915	0	1	0	0	0	0	0	0	0	0
AS121:gene_id_44185	0	1	0	0	0	0	0	0	0	0
RA15_contig:gene_id_12043	0	1	0	0	0	0	0	0	0	0
AS40:gene_id_18040	0	1	0	0	0	0	0	0	0	0
MH0108_GL0025821	0	1	0	0	0	0	0	0	0	0
MH0336_GL0103303	0	1	0	0	0	0	0	0	0	0
V1.UC31-0_GL0021758	0	1	0	0	0	0	0	0	0	0
MH0150_GL0046535	0	1	0	0	0	0	0	0	0	0
MH0013_GL0002533	0	1	0	0	0	0	0	0	0	0
MH0013_GL0036323	0	1	0	0	0	0	0	0	0	0
MH0454_GL0194509	0	1	0	0	0	0	0	0	0	0
H99_gene_14712	0	1	0	0	0	0	0	0	0	0
160319967-stool1_GL0034415	0	1	0	0	0	0	0	0	0	0
MH0336_GL0073494	0	1	0	0	0	0	0	0	0	0
L124_gene_56832	0	1	0	0	0	0	0	0	0	0
L63_gene_116941	0	1	0	0	0	0	0	0	0	0
L55_gene_115427	0	1	0	0	0	0	0	0	0	0
MH0287_GL0167078	0	1	0	0	0	0	0	0	0	0
T2D-13A_GL0077199	0	1	0	0	0	0	0	0	0	0
MH0167_GL0083738	0	1	0	0	0	0	0	0	0	0
MH0339_GL0188538	0	1	0	0	0	0	0	0	0	0
L123_gene_3919	0	1	0	0	0	0	0	0	0	0
MH0013_GL0005151	0	1	0	0	0	0	0	0	0	0
MH0061_GL0023111	0	1	0	0	0	0	0	0	0	0
L10_gene_29	0	1	0	0	0	0	0	0	0	0
O2.UC21-1_GL0055432	0	1	0	0	0	0	0	0	0	0
AS100:gene_id_25260	0	1	0	0	0	0	0	0	0	0
V1.CD3-3-PN_GL0071481	0	1	0	0	0	0	0	0	0	0
AS15:gene_id_57983	0	1	0	0	0	0	0	0	0	0
MH0071_GL0042829	0	1	0	0	0	0	0	0	0	0
MH0398_GL0067441	0	1	0	0	0	0	0	0	0	0
O2.UC21-1_GL0119639	0	1	0	0	0	0	0	0	0	0
MH0272_GL0074460	0	1	0	0	0	0	0	0	0	0
Unknow_GL0060259	0	1	0	0	0	0	0	0	0	0
H15_gene_122836	0	1	0	0	0	0	0	0	0	0
MH0339_GL0104396	0	1	0	0	0	0	0	0	0	0
AS40:gene_id_18866	0	1	0	0	0	0	0	0	0	0
158479027-stool1_GL0107950	0	1	0	0	0	0	0	0	0	0
MH0245_GL0148851	0	1	0	0	0	0	0	0	0	0
T2D-59A_GL0177726	0	1	0	0	0	0	0	0	0	0
MH0271_GL0085823	0	1	0	0	0	0	0	0	0	0
O2.UC36-0_GL0167307	0	1	0	0	0	0	0	0	0	0
MH0343_GL0202368	0	1	0	0	0	0	0	0	0	0
N005A_GL0066963	0	1	0	0	0	0	0	0	0	0
L78_gene_5333	0	1	0	0	0	0	0	0	0	0
MH0364_GL0164683	0	1	0	0	0	0	0	0	0	0
L10_gene_35732	0	1	0	0	0	0	0	0	0	0
AS15:gene_id_20568	0	1	0	0	0	0	0	0	0	0
L108_gene_19667	0	1	0	0	0	0	0	0	0	0
O2.UC56-0_GL0018337	0	1	0	0	0	0	0	0	0	0
L13_gene_40246	0	1	0	0	0	0	0	0	0	0
RA01_contig:gene_id_67138	0	1	0	0	0	0	0	0	0	0
765074482-stool2_GL0156093	0	1	0	0	0	0	0	0	0	0
T2D-11A_GL0049430	0	1	0	0	0	0	0	0	0	0
HD-65:gene_id_60606	0	1	0	0	0	0	0	0	0	0
MH0116_GL0137606	0	1	0	0	0	0	0	0	0	0
HD-52:gene_id_15389	0	1	0	0	0	0	0	0	0	0
MH0185_GL0093550	0	1	0	0	0	0	0	0	0	0
MH0101_GL0026568	0	1	0	0	0	0	0	0	0	0
O2.UC34-0_GL0055411	0	1	0	0	0	0	0	0	0	0
AS134:gene_id_31036	0	1	0	0	0	0	0	0	0	0
AS134:gene_id_24937	0	1	0	0	0	0	0	0	0	0
MH0326_GL0019897	0	1	0	0	0	0	0	0	0	0
MH0280_GL0043974	0	1	0	0	0	0	0	0	0	0
RA10_contig:gene_id_6848	0	1	0	0	0	0	0	0	0	0
NLM021_GL0064571	0	1	0	0	0	0	0	0	0	0
O2.UC51-2_GL0206962	0	1	0	0	0	0	0	0	0	0
V1.CD22-0_GL0159014	0	1	0	0	0	0	0	0	0	0
AS34:gene_id_48479	0	1	0	0	0	0	0	0	0	0
AS121:gene_id_45849	0	1	0	0	0	0	0	0	0	0
MH0326_GL0180772	0	1	0	0	0	0	0	0	0	0
MH0013_GL0031538	0	1	0	0	0	0	0	0	0	0
SRA01_contig:gene_id_64512	0	1	0	0	0	0	0	0	0	0
H103_gene_95505	0	1	0	0	0	0	0	0	0	0
MH0147_GL0113516	0	1	0	0	0	0	0	0	0	0
MH0099_GL0080323	0	1	0	0	0	0	0	0	0	0
NOM023_GL0033943	0	1	0	0	0	0	0	0	0	0
MH0121_GL0039354	0	1	0	0	0	0	0	0	0	0
L78_gene_23861	0	1	0	0	0	0	0	0	0	0
MH0398_GL0068237	0	1	0	0	0	0	0	0	0	0
H_P1_gene_23071	0	1	0	0	0	0	0	0	0	0
NLM010_GL0065076	0	1	0	0	0	0	0	0	0	0
V1.FI36_GL0108998	0	1	0	0	0	0	0	0	0	0
MH0451_GL0042565	0	1	0	0	0	0	0	0	0	0
H65_gene_41608	0	1	0	0	0	0	0	0	0	0
L34_gene_40433	0	1	0	0	0	0	0	0	0	0
158479027-stool1_GL0012201	0	1	0	0	0	0	0	0	0	0
O2.UC3-1_GL0127519	0	1	0	0	0	0	0	0	0	0
DOM012_GL0020807	0	1	0	0	0	0	0	0	0	0
160158126-stool1_GL0007966	0	1	0	0	0	0	0	0	0	0
L117_gene_50165	0	1	0	0	0	0	0	0	0	0
O2.UC44-0_GL0109951	0	1	0	0	0	0	0	0	0	0
DLM014_GL0052477	0	1	0	0	0	0	0	0	0	0
MH0059_GL0090334	0	1	0	0	0	0	0	0	0	0
L118_gene_60061	0	1	0	0	0	0	0	0	0	0
MH0359_GL0115834	0	1	0	0	0	0	0	0	0	0
V1.UC31-4_GL0152660	0	1	0	0	0	0	0	0	0	0
L38_gene_3907	0	1	0	0	0	0	0	0	0	0
158337416-stool2_GL0108910	0	1	0	0	0	0	0	0	0	0
AS136:gene_id_23523	0	1	0	0	0	0	0	0	0	0
MH0013_GL0033697	0	1	0	0	0	0	0	0	0	0
MH0336_GL0128777	0	1	0	0	0	0	0	0	0	0
763597684-stool1_GL0136287	0	1	0	0	0	0	0	0	0	0
AS136:gene_id_37037	0	1	0	0	0	0	0	0	0	0
MH0167_GL0066531	0	1	0	0	0	0	0	0	0	0
O2.UC2-2_GL0119401	0	1	0	0	0	0	0	0	0	0
MH0323_GL0086343	0	1	0	0	0	0	0	0	0	0
764649650-stool1_GL0011653	0	1	0	0	0	0	0	0	0	0
H103_gene_92515	0	1	0	0	0	0	0	0	0	0
HD-50:gene_id_15377	0	1	0	0	0	0	0	0	0	0
O2.UC20-1_GL0163962	0	1	0	0	0	0	0	0	0	0
V1.UC55-4_GL0044741	0	1	0	0	0	0	0	0	0	0
L62_gene_16781	0	1	0	0	0	0	0	0	0	0
V1.FI20_GL0095561	0	1	0	0	0	0	0	0	0	0
MH0068_GL0023140	0	1	0	0	0	0	0	0	0	0
MH0071_GL0042842	0	1	0	0	0	0	0	0	0	0
O2.UC55-0_GL0011775	0	1	0	0	0	0	0	0	0	0
V1.CD36-0_GL0101986	0	1	0	0	0	0	0	0	0	0
V1.UC11-5_GL0097630	0	1	0	0	0	0	0	0	0	0
L34_gene_59125	0	1	0	0	0	0	0	0	0	0
MH0253_GL0224013	0	1	0	0	0	0	0	0	0	0
MH0310_GL0005976	0	1	0	0	0	0	0	0	0	0
RA02_contig:gene_id_72980	0	1	0	0	0	0	0	0	0	0
AS136:gene_id_18865	0	1	0	0	0	0	0	0	0	0
AS134:gene_id_23165	0	1	0	0	0	0	0	0	0	0
AS136:gene_id_24583	0	1	0	0	0	0	0	0	0	0
V1.UC52-1_GL0214185	0	1	0	0	0	0	0	0	0	0
